"","XML_FileName","Lat","Long","Altitude","RWL_Count","CRN_Count","SpeciesLong","GenusSpp","Genus","Family","Order","Group","ModNegExp","SE_ModNegExp","P_ModNegExp","Mean","SE_Mean","P_Mean","AgeDepSpline","SE_AgeDepSpline","P_AgeDepSpline","N_years"
"CO649","noaa-tree-12623.xml",39.72,-106.98,2210,1,0,"Pinus edulis Engelm.","Pinus edulis","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00040929102030571,0.00191809726502737,0.831068631235379,-0.000233120575891274,0.00189153277964045,0.901937056220689,-0.00180933113526381,0.00173527956019364,0.297337198404448,31
"INDO003","noaa-tree-12626.xml",-7.8667,111.2,541,1,0,"Tectona grandis L. f.","Tectona grandis","Tectona","Lamiaceae","Lamiales","Angiosperms",0.0243131650895099,0.00500584962931726,1.69204086493862e-06,0.0179926613114807,0.00388706406221077,4.92438285426283e-06,0.00787385082181554,0.00288282050026671,0.00657752326613642,33
"INDO005","noaa-tree-12628.xml",-4.8686,122.7095,91,1,0,"Tectona grandis L. f.","Tectona grandis","Tectona","Lamiaceae","Lamiales","Angiosperms",0.0033981803513338,0.00156523702067197,0.0301666711595017,0.000982778065136381,0.00115532834410666,0.395171284380275,0.0155538993174136,0.00262962993487489,4.57609034884042e-09,34
"INDO006","noaa-tree-12629.xml",-7.0333,110.2667,169,1,0,"Tectona grandis L. f.","Tectona grandis","Tectona","Lamiaceae","Lamiales","Angiosperms",0.0182446204551726,0.00267439352655574,2.42838503644885e-11,0.00901136542505274,0.00219518538585398,4.67115641025208e-05,0.0222184117896634,0.00302160776063786,7.27171452092708e-13,33
"TW001","noaa-tree-12634.xml",24.5333,121.3833,1898,1,0,"Chamaecyparis obtusa (Sieb. & Zucc.) Endl.","Chamaecyparis obtusa","Chamaecyparis","Cupressaceae","Pinales","Gymnosperms",0.00835492226924157,0.00136972381874557,1.50785878282182e-09,0.00577814664853563,0.00103779386180152,3.30190635854429e-08,0.00915836929220047,0.0014333546909042,2.5298715116069e-10,36
"PH001","noaa-tree-12643.xml",16.7833,120.7167,1516,3,0,"Pinus kesiya Royle ex Gordon","Pinus kesiya","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00590092509076789,0.00190423834598523,0.00203740981349405,-0.0038513186799643,0.00154442091840972,0.012920928459647,-0.00367436361959485,0.00201976053661658,0.0693979179245669,34
"TH001","noaa-tree-12644.xml",19.2833,98.9333,677,1,0,"Tectona grandis L. f.","Tectona grandis","Tectona","Lamiaceae","Lamiales","Angiosperms",0.00189899327577984,0.00117886143119352,0.107546875658246,-0.0014697434121944,0.00102698211426361,0.152728954426614,0.00388514765609775,0.00125821292383819,0.00207598082174633,34
"TH004","noaa-tree-12647.xml",14.9833,99.4333,545,1,0,"Pinus merkusii Jungh. & De Vriese","Pinus merkusii","Pinus","Pinaceae","Pinales","Gymnosperms",0.0373512298232409,0.00154573170242251,2.27496058254904e-115,0.014994917967977,0.000777367664217448,4.56541835861277e-77,0.025341520053206,0.00105165271465505,8.36521563036168e-115,35
"TH005","noaa-tree-12648.xml",16.6,100.8167,744,1,0,"Pinus merkusii Jungh. & De Vriese","Pinus merkusii","Pinus","Pinaceae","Pinales","Gymnosperms",0.0212076501002046,0.00221478171272924,3.50328055350228e-21,0.0040018859072378,0.000748463749199598,1.01876173823704e-07,0.018694090601137,0.00143776436375048,6.86343687219239e-37,30
"TH006","noaa-tree-12649.xml",19.0167,98.2333,1167,1,0,"Pinus merkusii Jungh. & De Vriese","Pinus merkusii","Pinus","Pinaceae","Pinales","Gymnosperms",0.00457318393640912,0.00163004243742141,0.00516377812836182,0.00217877999748544,0.00138918969289959,0.117248496179134,0.00672039041515197,0.0016384792348823,4.59028609680445e-05,33
"MONG016","noaa-tree-12651.xml",48.6,88.3667,2146,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00653543660711627,0.00106771288591355,1.2914315283377e-09,0.00458734572258479,0.00099476256933152,4.46613599396898e-06,0.00426803555232339,0.0010082647102277,2.4975414489405e-05,33
"MONG019","noaa-tree-12654.xml",47.1,90.9667,2418,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.0211453730505111,0.00161041567595233,6.51904891884475e-37,0.0161569569067502,0.00117066056328485,2.41477925130691e-40,0.0121333859062966,0.00137111404434527,3.06818714990913e-18,33
"MONG020","noaa-tree-12655.xml",48.2667,88.8667,2395,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00991478887324119,0.00114246474642594,3.86815639491482e-17,0.00705987442820524,0.00096555283703133,8.58079900751173e-13,0.0112805011895173,0.00115352401505165,4.86416028513222e-21,34
"MONG021","noaa-tree-12656.xml",48.35,107.4667,2076,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.0174372717333382,0.000952760975971239,1.91330525553051e-66,0.0141250677026342,0.00078457506448395,1.40282113608486e-64,0.0135045492936349,0.000782030077747948,4.61210140546787e-60,31
"MONG025","noaa-tree-12660.xml",48.7,88.8,2212,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00979115918442832,0.00131980179318079,4.00723773793916e-13,0.00791182675194546,0.00118158450826737,4.88758933020877e-11,0.00946245862678752,0.0012787080518155,4.55856236453845e-13,33
"MONG026","noaa-tree-12661.xml",46.8167,100.1167,2355,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",-0.00444722433087664,0.0018821360477625,0.0184541549148157,-0.00448622986027165,0.00144940488211627,0.00205876049378708,-0.00486040190249144,0.00179385440459657,0.00693249409520889,31
"MONG027","noaa-tree-12662.xml",46.3167,101.3167,2642,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",0.00776076029922059,0.00160558691885795,1.7001787289848e-06,0.00467233246199086,0.00114101175137639,4.79470113008245e-05,0.00154749230841225,0.00119544918874058,0.195988998292758,30
"MONG028","noaa-tree-12663.xml",48.8333,111.6833,1019,1,0,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Larix sibirica","Larix","Pinaceae","Pinales","Gymnosperms",-0.0161412364734179,0.00159930091524402,3.05226263316672e-22,-0.0151246749499427,0.00128282120341033,5.02185577620527e-29,-0.0148251211656882,0.00153766663618673,1.47012100505054e-20,30
"AK112","noaa-tree-13705.xml",60.5,-146,0,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",0.0144868567656172,0.000550207434567352,6.76611782292393e-145,0.010330628610306,0.000453169202534119,1.62800618585448e-110,0.017089203503686,0.000548794133245649,7.22715102581496e-198,31
"AK113","noaa-tree-13706.xml",67.5,-150,670,1,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",0.0137426044991337,0.000914904338827936,1.08564870569762e-48,0.0139428393075648,0.00100020346546436,1.93366699828064e-42,0.0197879948042262,0.00109647889583313,3.87038720313707e-68,29
"AK114","noaa-tree-13707.xml",56,-132,0,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",0.0029386002485136,0.000889791085776513,0.000969197859316859,0.000649483151679513,0.000700027170753379,0.35358711501555,0.0027464685321942,0.000851348062300874,0.00126865640781929,29
"AK115","noaa-tree-13708.xml",65.16,-162.25,224,2,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",0.0089892074854912,0.00100049270585102,1.48858009507072e-18,0.00227020455604013,0.000678556282881625,0.000854818608311889,0.00677631163674998,0.00092440166686907,5.09645131802631e-13,30
"AK118","noaa-tree-13711.xml",58.444,-135.594,260,1,3,"Chamaecyparis nootkatensis (D. Don) Spach","Chamaecyparis nootkatensis","Chamaecyparis","Cupressaceae","Pinales","Gymnosperms",-0.00534940158165299,0.00065467664317382,5.98283232184327e-16,-0.0058969276589858,0.000729444100255626,1.19218209158005e-15,-0.000906196611308021,0.000740777048607135,0.221387446229431,38
"AK119","noaa-tree-13712.xml",58.343,-135.571,150,1,3,"Chamaecyparis nootkatensis (D. Don) Spach","Chamaecyparis nootkatensis","Chamaecyparis","Cupressaceae","Pinales","Gymnosperms",-0.00604999297745374,0.00160232612575588,0.00016709952518809,-0.0102445783652888,0.000538548713669181,5.72756224650287e-71,-0.00263453440416488,0.00112765965643739,0.0196355464182057,38
"AK122","noaa-tree-13715.xml",63.8167,-144.8,420,1,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",-0.00748474641841364,0.000960513315351986,1.54710844941935e-14,-0.00713214565911368,0.00104737405384556,1.62780427016036e-11,0.00236308319681038,0.00100846079363311,0.0192982214678782,38
"AK123","noaa-tree-13716.xml",63.7167,-144.15,437,1,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",-0.00465062417208655,0.00115761406657591,6.48600381041219e-05,-0.00452623073567609,0.00115948292624415,0.000103409495951481,0.00477800017606071,0.00121703388895343,9.44682750721919e-05,38
"ALB001","noaa-tree-13720.xml",42.4167,19.7667,1800,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00796636843289399,0.0010001287675579,3.45835137711766e-15,-0.00812286335754842,0.00086601392370106,2.67853956671195e-20,-0.00806432819320108,0.000968984799641415,2.0751299587854e-16,36
"ALB002","noaa-tree-13721.xml",41.8,20.2333,1900,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.00623916663484887,0.00173091812784573,0.000318115924084098,-0.00286281909003538,0.000515916322389715,3.13982012772347e-08,-0.00087300155514098,0.000566835620494772,0.123640389556093,37
"ARGE117","noaa-tree-13726.xml",-39.5463,-71.0436,1217,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.000808767583834174,0.000776515694597894,0.297794457343957,-0.00523812185688967,0.000462446643695454,1.32624728777199e-28,-0.000576414888462595,0.000756394183685652,0.446145464526889,35
"ARGE118","noaa-tree-13727.xml",-39.1523,-71.2491,1142,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.00461837095060712,0.000714415107898603,1.47828959530798e-10,-0.006803070816368,0.000376688149780355,1.22956833520634e-64,0.000483849291618879,0.000819941677838395,0.555234057415376,35
"ARGE119","noaa-tree-13728.xml",-38.8257,-71.0803,1317,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.0199275910184971,0.00154501474876115,1.22963604386833e-34,-0.0204520253821777,0.00142900832104556,2.02023472592727e-41,-0.0167055429623554,0.00128854407118066,6.02146118516443e-35,35
"ARGE121","noaa-tree-13730.xml",-39.4,-70.8,1455,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",0.00144721410675412,0.000878560320183649,0.0997470282585425,-0.00381626568422936,0.000529646660399026,9.78371373724425e-13,0.000730952428079805,0.000850172402223287,0.390074550854284,35
"ARGE122","noaa-tree-13731.xml",-39.0951,-71.3207,1531,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",0.000512095366889612,0.00076548818668201,0.503640414819811,-0.00307824439794819,0.000545007252605064,2.03373645250901e-08,0.000549614497967891,0.000850944091871643,0.518478067565957,35
"ARGE123","noaa-tree-13732.xml",-39.22,-71.17,1565,1,3,"Araucaria araucana (Molina) K. Koch","Araucaria araucana","Araucaria","Araucariaceae","Pinales","Gymnosperms",-0.00505868039393785,0.000731747465817078,7.31082258075325e-12,-0.00603300600709196,0.000483755947905452,7.46796675033799e-34,-0.00269587476555419,0.000730014437207395,0.000230611508133127,35
"BRIT064","noaa-tree-13753.xml",51.0667,-1.3833,120,1,0,"Quercus spp. L.","Quercus spp.","Quercus","Fagaceae","Fagales","Angiosperms",0.00273453897816209,0.000966230610663816,0.00475097927182138,-0.00183481188858412,0.000784984114622303,0.0196252855179963,0.00578959403787256,0.000932773707300946,8.05395273413159e-10,38
"CANA322","noaa-tree-13754.xml",66,-120,157,2,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",0.00468302686325579,0.000436811690509839,1.31513760767391e-26,0.0018435193714493,0.000356419608918379,2.37715705113221e-07,0.0041000402279442,0.00037738892154443,2.83716446195346e-27,32
"CANA323","noaa-tree-13755.xml",56,-60,-35,2,0,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",-0.00432282679901614,0.000526077587926449,2.57034780162884e-16,-0.00503362185302202,0.000465561847484333,5.59665957370283e-27,-0.00370299955363253,0.000487350143038306,3.50153395054218e-14,30
"CANA329","noaa-tree-13761.xml",51.97,-116.72,1423,2,3,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0176703574841952,0.00104037397886649,2.41298962832691e-57,-0.0174231660170646,0.000822438384439775,3.34393239614277e-83,-0.0134442396287456,0.000995456954874163,1.9318399497878e-38,36
"CANA330","noaa-tree-13762.xml",52,-116.45,1356,2,3,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0104408747721045,0.00156407850076125,5.95247347943898e-11,-0.00940589861451241,0.000949208270207594,1.96379924679243e-21,-0.00919448116411528,0.00149942326380121,1.64156892671952e-09,36
"CANA331","noaa-tree-13763.xml",52.072,-116.388,1420,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00468668131348418,0.00101018019470115,3.82820056084477e-06,-0.00528504323854852,0.0008197926452954,1.58016422261525e-10,-0.00387719929628064,0.00100587518205932,0.000121322442959826,37
"CANA332","noaa-tree-13764.xml",49.9,-114.2,1661,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00283784002188608,0.00146311924820623,0.0526396613403833,-0.00368042054528641,0.000896446477651648,4.27649753633211e-05,-0.00482571188601446,0.00131677047333385,0.000257166403047563,33
"CANA333","noaa-tree-13765.xml",49.7,-114,1395,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00516017767647516,0.00154845266018216,0.000885377971674631,-0.00532534917432084,0.00119555954305271,9.15281667159645e-06,-0.00379138173289737,0.00155199246098032,0.0147038064384712,33
"CANA334","noaa-tree-13766.xml",50,-114.2,1677,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00469638842794771,0.0013632484144577,0.000592498986912178,-0.000465095120503786,0.000761375066586349,0.541416549203236,0.0285716248461001,0.00969019898912026,0.00326028909348466,33
"CANA336","noaa-tree-13768.xml",49.9,-114.2,1331,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00128981875254421,0.00121483941043859,0.288484010064296,-0.00259650792908685,0.000912642681240252,0.00448319466505066,0.00182539615221466,0.00127305679555345,0.151757307531978,36
"CANA337","noaa-tree-13769.xml",51.13,-114.98,1320,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00375123942742811,0.00186020922991928,0.044157747130132,6.37415429695132e-05,0.00108653216580156,0.953237151582057,0.00411074786075411,0.00188873283815105,0.0298859257499468,32
"CANA340","noaa-tree-13772.xml",62,-128.3,500,2,3,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",0.00698461967829838,0.00111154829323355,5.48748984577167e-10,0.011904338232175,0.00140283129334264,1.06661823792385e-16,0.0062933179636036,0.000907267263396035,8.42624064889507e-12,30
"CANA341","noaa-tree-13773.xml",62.0333,-128.2667,1200,2,3,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",0.00359550523959838,0.00108940155404772,0.00102846555814125,0.00367121818051147,0.00114089241304961,0.00136831548130721,0.00819779609920231,0.00119033496223529,1.57593334984846e-11,30
"CANA342","noaa-tree-13774.xml",62.0333,-128.2667,1200,2,3,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",0.00738893965698219,0.00080584248562553,1.9528123122364e-19,0.00364624208094128,0.000766261066859112,2.18208605267183e-06,0.0099346531452485,0.000773749875327312,1.69493655756286e-35,30
"CANA343","noaa-tree-13775.xml",49.9,-114.4,1648,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00137882223542573,0.00137186400044555,0.315043181630265,-0.0039492029980184,0.000731812569050604,8.02548585645068e-08,0.000367898005887848,0.00140950882667766,0.794123660358516,33
"CANA344","noaa-tree-13776.xml",56.63,-119.62,516,2,3,"Pinus banksiana Lamb.","Pinus banksiana","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00315815559993173,0.0010202149454756,0.0020265455261302,-0.0116413442844395,0.000796500279236371,1.81467808483586e-43,0.00331698103861066,0.00130567781249372,0.0112427058117906,35
"CANA346","noaa-tree-13777.xml",49.9667,-114.0833,1706,2,3,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00306224134164465,0.00102489126505579,0.00287435542164256,-0.00417948710959118,0.000794707302415618,1.75197239327297e-07,-0.000867758737772236,0.00100144298308288,0.386408639828482,32
"CANA348","noaa-tree-13779.xml",54.75,-115.62,1231,2,3,"Picea glauca (Moench) Voss","Picea glauca","Picea","Pinaceae","Pinales","Gymnosperms",-0.0077434656105434,0.00147200030505699,2.52355373692569e-07,-0.0104265484542626,0.00186383379689935,4.51136044771756e-08,-0.00547339104813802,0.00156130439365613,0.000515432131261389,33
"CANA349","noaa-tree-13780.xml",54.75,-115.62,1231,2,3,"Pinus banksiana Lamb.","Pinus banksiana","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0105355267414742,0.00173134409815926,1.95608114974301e-09,-0.00905939736300514,0.00144784947628846,6.98817059007871e-10,-0.0111409786804519,0.00141291481098655,1.27578511910786e-14,33
"CANA350","noaa-tree-13781.xml",52.06,-116.43,1560,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00852174285006791,0.00119847617892278,1.88287654126199e-12,-0.00971933063307498,0.000902743510442496,5.63887847573468e-26,-0.00639041813650042,0.00118513073581161,8.23016494949333e-08,36
"FINL072","noaa-tree-13792.xml",68.22,24.05,300,2,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.000322400537508393,0.00064992442963424,0.619905904630702,0.000865540425505374,0.000630350791733658,0.169867427793752,0.00578957711264319,0.000847115347006426,1.0795493453069e-11,35
"FINL073","noaa-tree-13793.xml",68.22,24.05,300,2,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",0.00043962987422902,0.000714307056065903,0.538322421333148,0.00429096093270709,0.000678913152313414,3.2435795284202e-10,-0.00019597290197567,0.000647331824087258,0.762121545107443,35
"FINL074","noaa-tree-13794.xml",68.22,24.05,300,2,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.000794965156858512,0.000785727673713711,0.311849311557323,0.000120846659857566,0.000630140040050085,0.847947521838547,0.00304872537769545,0.000827755505319556,0.000240183954821336,35
"GA010","noaa-tree-13797.xml",34.57,-84.23,792,1,0,"Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron","Magnoliaceae","Magnoliales","Angiosperms",-0.019248356875516,0.00233934012238614,7.66152701017899e-16,-0.0182065259642762,0.00214471947451629,1.00247101485891e-16,-0.0180743825951539,0.00176948492865535,4.13117123001889e-23,38
"GA011","noaa-tree-13799.xml",34.76,-84.3,777,1,0,"Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron","Magnoliaceae","Magnoliales","Angiosperms",-0.0112243655957681,0.00108055435359504,1.5742132089691e-24,-0.0106236649645914,0.0010793964017607,2.98382101379792e-22,-0.0115564932317348,0.000937687281647812,1.87092889874484e-33,38
"GA012","noaa-tree-13800.xml",34.76,-84.3,784,1,3,"Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron","Magnoliaceae","Magnoliales","Angiosperms",-0.0116881651828125,0.00100947559345256,4.13837480473621e-30,-0.0111927697787652,0.000931311541765685,3.06512247186051e-32,-0.0121234460094864,0.000887765827858332,9.17023369380095e-41,38
"GA013","noaa-tree-13803.xml",34.46,-84.31,730,1,3,"Quercus spp. L.","Quercus spp.","Quercus","Fagaceae","Fagales","Angiosperms",0.000954327656813676,0.000676436059353328,0.158664811849325,4.51524154956578e-05,0.000664496877199914,0.945841611974462,0.00035914371492846,0.000641979277387749,0.576014512427554,38
"GA014","noaa-tree-13804.xml",34.76,-84.3,777,1,3,"Tsuga canadensis (L.) Carr.","Tsuga canadensis","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.00306227631294879,0.00107759491621672,0.00458960061829063,-0.00309828079888665,0.00103757210101875,0.00290366523159142,-0.000911625309707421,0.00101995249193206,0.371676490275335,38
"GA015","noaa-tree-13808.xml",30.8558,-83.9667,61,1,3,"Pinus palustris Mill.","Pinus palustris","Pinus","Pinaceae","Pinales","Gymnosperms",0.0309640483017462,0.00965641197355952,0.00137677411870329,-0.00297557041283491,0.00143541040464006,0.0383761759019261,-0.00159318644588513,0.00199873441013744,0.425543564164117,32
"GA016","noaa-tree-13809.xml",34.3288,-85.2463,344,1,3,"Pinus palustris Mill.","Pinus palustris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0046112879772512,0.00124261206406407,0.000216158535943664,-0.00646634996351097,0.000992659826932407,1.08249764116665e-10,-0.00197250516689199,0.00119999389602278,0.100493439690906,32
"GA017","noaa-tree-13810.xml",32.8509,-84.4803,262,1,3,"Pinus palustris Mill.","Pinus palustris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00647032588777118,0.00164907204550007,9.22958104459237e-05,-0.0101674135069147,0.00123574545582089,5.02464591580219e-16,0.000183697124052504,0.00165724231628802,0.911758174875907,31
"GA018","noaa-tree-13811.xml",32.2506,-85.1989,262,1,3,"Pinus echinata Mill.","Pinus echinata","Pinus","Pinaceae","Pinales","Gymnosperms",0.00127376665134139,0.00122542316308669,0.298786956243012,-0.00419886098156457,0.000820662332861096,3.57701291184017e-07,0.00653102360800236,0.00150449668771483,1.52739967481086e-05,30
"GA022","noaa-tree-13815.xml",32.83,-84.83,366,1,3,"Quercus prinus L.","Quercus prinus","Quercus","Fagaceae","Fagales","Angiosperms",-0.00686852627108732,0.000929462284165045,2.79245089951649e-13,-0.00653220004721232,0.000966747802503932,2.21890131720697e-11,-0.00725038490857127,0.000817469814746598,2.69875647592503e-18,31
"NC023","noaa-tree-13819.xml",35.03,-83.26,1280,1,3,"Quercus alba L.","Quercus alba","Quercus","Fagaceae","Fagales","Angiosperms",-0.00107955598248672,0.00111892189026847,0.33500442168269,-0.000853888836396312,0.00100546632863811,0.396065159974843,-0.000236145056419218,0.00111010559202351,0.831611465735354,32
"GEOR002","noaa-tree-13870.xml",41.7167,43.4833,1850,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",0.00629151179971924,0.000875019114128041,8.88093527839288e-13,0.00328135091641899,0.000827064079815406,7.50102230353724e-05,0.00534933269129777,0.000827315461161142,1.24149444262161e-10,35
"GEOR003","noaa-tree-13871.xml",41.7167,43.5,1850,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00121973241630493,0.00102568055461031,0.234537144021217,-0.00609255515779463,0.00072354367784207,8.11654965315622e-17,0.00816415954867946,0.00140642404217912,7.72753030195563e-09,35
"GEOR004","noaa-tree-13872.xml",41.7833,43.4833,1450,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0253450127292749,0.000890879590258855,3.57767348141603e-143,-0.0215467403990565,0.000681981973121212,5.83888620347722e-169,-0.0234687036382859,0.000864525112210139,1.01596988758648e-132,35
"GEOR005","noaa-tree-13873.xml",41.8,43.45,1100,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",0.00196258134153069,0.000863979189637836,0.0232197723607913,-0.00211741497095231,0.000600319822832075,0.000429618252972412,-0.000222203068967405,0.00076493839507094,0.771475659902369,35
"GEOR007","noaa-tree-13875.xml",41.6167,42.5167,1930,1,0,"Abies alba Mill.","Abies alba","Abies","Pinaceae","Pinales","Gymnosperms",0.00254949857822473,0.000942303958130906,0.00694474175439575,-0.00157809551077812,0.000858636659555134,0.0663996074039956,0.00410261167574527,0.000855548706845759,1.89502273110401e-06,35
"GEOR008","noaa-tree-13876.xml",41.7667,43.5167,1850,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0298368889848938,0.00165053944459341,3.07165851450573e-62,-0.0261697579646899,0.00143571075659234,4.20473478938882e-63,-0.0267272878653039,0.00139643864767195,2.14967320798931e-68,35
"GEOR009","noaa-tree-13877.xml",41.5833,42.75,1900,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00333821649023396,0.000977015165927395,0.000660663980038173,-0.00769412912191123,0.000634302313633234,1.39706804008855e-31,-0.00142887884175936,0.000939501780529353,0.128620902303671,35
"GEOR010","noaa-tree-13878.xml",41.8167,42.85,2010,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",0.0231255862102449,0.00172156231472865,2.23531508292536e-39,-0.00349442187055887,0.000440663389437503,3.69723558958024e-15,0.0155887680318373,0.00112383890504259,9.33709269545979e-42,35
"ID015","noaa-tree-13879.xml",43.75,-116.1,1825,1,3,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.000611285741429432,0.000824252914246049,0.458452405317534,-0.00280673242633621,0.000486591924128214,1.00586341066285e-08,0.00362687336403596,0.000854478628610974,2.34979817476965e-05,40
"LATV002","noaa-tree-13881.xml",57.2167,22.25,40,1,0,"Pinus sylvestris L.","Pinus sylvestris","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0146731083552279,0.00151935986590382,1.30245693122924e-20,-0.0141090283224192,0.00113002440920473,5.61936600728537e-32,-0.0132091282046512,0.00144881631828232,1.1405635519714e-18,35
