"","XML_FileName","Lat","Long","Altitude","RWL_Count","CRN_Count","SpeciesLong","GenusSpp","Genus","Family","Order","Group","ModNegExp","SE_ModNegExp","P_ModNegExp","Mean","SE_Mean","P_Mean","AgeDepSpline","SE_AgeDepSpline","P_AgeDepSpline","N_years"
"NM609","noaa-tree-22336.xml",32.8,-105.8,2865,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00966494199887205,0.00113779424332277,3.99445597908084e-17,-0.0139175970404021,0.000714295424830285,3.95631487104169e-77,-0.0041843191762386,0.00143420337117532,0.00357035455518049,37
"NM610","noaa-tree-22338.xml",35.4,-108.52,2377,1,1,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",-0.010668117428102,0.00148945663286421,1.27536400642386e-12,-0.00914137189304168,0.0014181176857178,1.57409494697627e-10,-0.00981553979218032,0.00140814323624452,4.84372175351755e-12,37
"NM611","noaa-tree-22339.xml",33.407,-108.216,2532,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.0140237206742701,0.00125458440654916,6.66716398342079e-28,-0.012116672770193,0.000795295878395335,8.68168814916101e-49,-0.0101620945112852,0.0012053962566111,8.07701744854248e-17,37
"NM615","noaa-tree-22343.xml",34.97,-108.1,2423,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0205433535066273,0.00199286803393437,2.8860203834822e-24,0.0154142253693529,0.00166251305434328,4.93950959835001e-20,0.0178386457275873,0.00189874964044691,1.6255996016545e-20,33
"NM616","noaa-tree-22344.xml",34.244,-105.796,2439,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.0131315199105992,0.0015985103644412,4.65870552776205e-16,-0.0136965605375849,0.0009030010713819,2.43433535406779e-48,-0.0100002877483487,0.00179301722000193,2.90969739451353e-08,37
"NM617","noaa-tree-22345.xml",34.244,-105.796,2439,1,1,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0177673772329013,0.00246597126392141,1.49328123721888e-12,-0.0144811037495027,0.00122602808280792,1.66302198287152e-29,-0.00621440119163329,0.00346739697041502,0.073522896311868,37
"TURK052","noaa-tree-22357.xml",41.1833,34.4667,1522,1,3,"Pinus nigra J.F. Arnold","Pinus nigra","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00123905486378964,0.00107670840950838,0.250121950144326,-0.00245791748158927,0.000708921545651881,0.000550446379944363,-0.00311846695065942,0.000999062590769477,0.00185622551658954,32
"TURK053","noaa-tree-22358.xml",37.8667,36.35,1367,1,3,"Pinus nigra J.F. Arnold","Pinus nigra","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0120865262011415,0.000997863881025107,1.43064799736159e-30,-0.00982371997514877,0.000668681672501432,2.33052780054387e-42,-0.0110656169387077,0.00100315825499151,4.88094220964289e-26,39
"TURK054","noaa-tree-22359.xml",41.2167,34.7833,1300,1,3,"Pinus nigra J.F. Arnold","Pinus nigra","Pinus","Pinaceae","Pinales","Gymnosperms",0.0227183957192023,0.00751379583645473,0.00259407941010656,-0.00107008870135081,0.00121532196615664,0.378906665716727,-0.00258386869628081,0.00151769724363592,0.0891289422963995,33
"TX056","noaa-tree-22362.xml",31.9,-104.85,2438,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.013871569995391,0.00108567949012375,2.99968652346473e-36,-0.0140410382523534,0.000882867978727444,2.64707033916929e-54,-0.0113993817406623,0.00112566238365438,1.20435024355283e-23,37
"TX058","noaa-tree-22364.xml",31.9,-104.846,2042,1,1,"Quercus muehlenbergii Engelm.","Quercus muehlenbergii","Quercus","Fagaceae","Fagales","Angiosperms",-0.0173153986660735,0.00117447020823923,7.05506315044367e-45,-0.0176811062361505,0.00105029964567128,1.609802860151e-56,-0.0155165331867226,0.00114582570942031,1.2091724027736e-38,30
"UT544","noaa-tree-22366.xml",37.62,-110.02,1859,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00494841101555831,0.00128857955017257,0.000128754575089251,-0.00631078454577668,0.000979323992919605,1.62644082788949e-10,-0.00491732499380907,0.00128032116587703,0.000128500460241775,38
"WA137","noaa-tree-22369.xml",48.78,-120.27,1100,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",-0.000919769585148314,0.00139314594634076,0.509350849947088,-0.00468063913320219,0.00080662210097785,1.01610256541852e-08,0.00655071945344448,0.00171926805744966,0.000151942277516827,40
"WA138","noaa-tree-22370.xml",48.18,-120.26,1230,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00206304070126868,0.000667990966889277,0.0020419264442821,-0.00421083756552612,0.0004221071488981,7.21784987618794e-23,-0.000775432715081096,0.000679347587082056,0.253834817228845,41
"WA139","noaa-tree-22371.xml",48.51,-118.75,965,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.00275052900441111,0.000921518038138697,0.00289758647052423,-0.000305545058717859,0.000589431318293682,0.604297685167922,0.00463461030896177,0.000954936515368693,1.38064942032495e-06,41
"WA140","noaa-tree-22372.xml",48.59,-119.14,1150,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00201321402501024,0.000786869458965364,0.010610541799239,-0.00324468184259694,0.000539977142501975,2.3451661408025e-09,0.000722829357711184,0.000900080991425062,0.422061858238543,42
"WA141","noaa-tree-22373.xml",48.6,-119.7,850,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.000255299525631722,0.000954077622002981,0.789054789234059,-0.00295547983361101,0.000580965680195037,4.11052007312679e-07,-0.000875148567172838,0.000966533984813782,0.365377673219612,41
"NEPA043","noaa-tree-22394.xml",28.25,85.38,2729,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",0.000216254010320101,0.000342072916071733,0.527302621527487,-0.00476303911808166,0.000281249363100806,4.33398207074246e-62,0.0045155030703506,0.000346401966707258,4.93147258451821e-38,36
"NEPA044","noaa-tree-22395.xml",29.38,81.13,3000,1,0,"Abies pindrow (Royle ex D. Don) Royle","Abies pindrow","Abies","Pinaceae","Pinales","Gymnosperms",0.0009464331034758,0.000768472684751609,0.218294888450587,-0.00349961999008373,0.000452863434206029,1.95915980730068e-14,0.0040664257350027,0.000770870842576453,1.5151950799118e-07,41
"NEPA045","noaa-tree-22396.xml",29.4,81.13,2700,1,0,"Picea smithiana (Wall.) Boiss.","Picea smithiana","Picea","Pinaceae","Pinales","Gymnosperms",-0.00171718611596546,0.000725220560859076,0.0179450885750612,-0.00313816365824457,0.000663843851780454,2.36099802988642e-06,-0.000340091343053305,0.000678820065599067,0.616398538405127,41
"NEPA046","noaa-tree-22397.xml",28.52,84.86,3690,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",0.00525875600789121,0.000677746934882428,1.14450320755216e-14,-0.00246592997641774,0.000441556539957941,2.53981694955482e-08,0.00656755082440612,0.000609268095745073,1.24053894666293e-26,39
"NEPA047","noaa-tree-22398.xml",28.65,83.61,2700,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",-0.00468265817477813,0.000861687324160038,6.27724398647966e-08,-0.0124331713622598,0.000649602995274347,2.85682934779963e-74,0.00320083097008965,0.000892182626762198,0.000342891518285678,41
"NEPA051","noaa-tree-22404.xml",28.6,84.18,3175,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",-0.0041009232189116,0.000891099655165778,4.50458337547608e-06,-0.012085317169474,0.000520023476639731,1.68583128611406e-103,0.00632579281373014,0.000925546370131364,1.15553113933437e-11,42
"NEPA052","noaa-tree-22405.xml",28.6,84.174,3375,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",0.00370000561739099,0.000845833335473548,1.29548438888529e-05,-0.00761441451471553,0.000915857952316306,1.9372239934339e-16,0.00515266718420302,0.000832354434068325,7.58720401484593e-10,42
"NEPA054","noaa-tree-22407.xml",27.95,86.85,4100,1,0,"Betula utilis D.Don","Betula utilis","Betula","Betulaceae","Fagales","Angiosperms",-0.00607948860976794,0.00131746560727405,4.29775023884286e-06,-0.0101398478827394,0.00100589507673057,4.00659477002712e-23,-0.00294083369338083,0.00125603458547251,0.019352100415712,40
"BOL001","noaa-tree-22434.xml",-16.21824,-61.66284,503,1,1,"Centrolobium microchaete (Benth.) H.C. Lima","Centrolobium microchaete","Centrolobium","Fabaceae","Fabales","Angiosperms",-0.0133291263064883,0.00163748193266325,1.11329552477837e-15,-0.0146346135839282,0.0012741254228361,7.60582059062831e-29,-0.012057474393246,0.00158631299976645,6.50850751057767e-14,34
"BOL003","noaa-tree-22436.xml",-16.32904,-61.614,446,1,1,"Centrolobium microchaete (Benth.) H.C. Lima","Centrolobium microchaete","Centrolobium","Fabaceae","Fabales","Angiosperms",-0.01932047435724,0.00213580883205067,7.54942493032821e-18,-0.0186871473898993,0.00178345448682218,9.33482116318709e-23,-0.0169509847463883,0.00224768937304004,3.40472364944032e-13,39
"AUSL050","noaa-tree-22545.xml",-41.63,145.93,1000,1,0,"Athrotaxis selaginoides D. Don","Athrotaxis selaginoides","Athrotaxis","Cupressaceae","Pinales","Gymnosperms",-0.00229010193188368,0.00084945643823101,0.00710010064378696,-0.0012514597395331,0.000793360286919907,0.114918713946999,-0.00487003423338728,0.000693919233811507,3.44672739645514e-12,37
"NEWZ119","noaa-tree-22553.xml",-46.835,167.755,100,1,0,"Halocarpus biformis (Hook.) Quinn","Halocarpus biformis","Halocarpus","Podocarpaceae","Pinales","Gymnosperms",-0.00117093575203539,0.000865610388842934,0.176384910906537,0.000359129593573387,0.000960071218731228,0.708418415225141,-0.00245025338236426,0.000797500044347338,0.0021688270864979,42
"NEWZ120","noaa-tree-22554.xml",-42.5,171.74,200,1,0,"Lagarostrobos colensoi (Hook.) C.J. Quinn = Dacrydium colensoi Hook.","Lagarostrobos colensoi","Lagarostrobos","Podocarpaceae","Pinales","Gymnosperms",0.00236695621684288,0.00137974114116068,0.0870227597340195,0.0011344839318141,0.00117713059852905,0.335740303111501,0.00363966532867646,0.00154541325819186,0.0189955013643374,32
"NEWZ125","noaa-tree-22559.xml",-42.5,171.74,200,1,0,"Libocedrus bidwillii Hook. f.","Libocedrus bidwillii","Libocedrus","Cupressaceae","Pinales","Gymnosperms",-0.0140479761454346,0.00304279557179203,5.15367855681611e-06,-0.0178222699625127,0.00323790707398271,6.38363131821373e-08,-0.0157651625672283,0.00294090874183599,1.35582156388228e-07,33
"NEWZ129","noaa-tree-22563.xml",-42.32,172.12,672,1,0,"Libocedrus bidwillii Hook. f.","Libocedrus bidwillii","Libocedrus","Cupressaceae","Pinales","Gymnosperms",-0.00675550571348853,0.00117755341169102,1.19018977757942e-08,-0.0075694316542458,0.00126293581013851,2.63469459223423e-09,-0.0052780487780866,0.00136393362169984,0.000114189180583816,41
"RUSS264","noaa-tree-22665.xml",55.9567,160.23132,944,1,0,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr","Larix gmelinii","Larix","Pinaceae","Pinales","Gymnosperms",0.00958795221286257,0.000551961003433387,6.8165550618278e-64,0.00844288345548905,0.000511564505091542,3.71846970770178e-58,0.00724077650722388,0.000475328301495819,3.59443351912185e-50,43
"RUSS265","noaa-tree-22666.xml",52.8243,158.1664,68,1,0,"Betula ermanii Cham.","Betula ermanii","Betula","Betulaceae","Fagales","Angiosperms",0.0325685359561172,0.00811229631157903,6.44419809580445e-05,0.00547099192681018,0.00107309352208985,4.17209801061391e-07,0.0111261487338497,0.00150891752167132,3.74603319203841e-13,43
"RUSS267","noaa-tree-22668.xml",53.32233,157.54709,278,1,0,"Betula ermanii Cham.","Betula ermanii","Betula","Betulaceae","Fagales","Angiosperms",0.00139984975985776,0.00133081022069639,0.293146008042031,-0.00351567016167322,0.00109033527432568,0.00130918228279879,0.00158919111571649,0.00130334084788464,0.223050891632268,43
"AUSL051","noaa-tree-22750.xml",-17.3,145.58,720,1,0,"Toona ciliata","Toona ciliata","Toona","Meliaceae","Sapindales","Angiosperms",-0.00272218160616949,0.00242365913549512,0.261582293642441,-0.0164709954263868,0.00177162731927171,6.28346598691836e-20,0.00763860484030722,0.00273494869776839,0.00530297341446336,29
"AK153","noaa-tree-22773.xml",61.676,-145.1699,560,1,0,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",0.00715874856297272,0.000562442072664907,6.37369185547143e-36,0.00496100119639982,0.000548379363471498,3.03501676434294e-19,0.00240526775578409,0.000467756539768569,2.94350574372222e-07,44
"AK155","noaa-tree-23051.xml",63.9846,-144.2539,200,1,0,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",0.000608330679541935,0.000299354642728166,0.0421709784218672,-0.00498060127239117,0.000275565787259271,1.16457058554742e-71,0.00402434001851432,0.000362828232512363,2.17303963169272e-28,42
"AK156","noaa-tree-23052.xml",58.6661,-134.9681,142,1,0,"Chamaecyparis nootkatensis (D. Don) Spach","Chamaecyparis nootkatensis","Chamaecyparis","Cupressaceae","Pinales","Gymnosperms",-0.00980045345230375,0.000953740970722689,2.22952847748796e-22,-0.00997307262099738,0.00115609334111209,1.11304756165065e-16,-0.00349205219926273,0.00130037052034177,0.007513197356867,33
"AZ596","noaa-tree-23651.xml",32.41378,-110.714957,2534,1,3,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.00574668550548936,0.00124374566194743,4.18152849393289e-06,-0.00671175605096399,0.000988409822575589,1.64784794542491e-11,0.00540888280477307,0.00145441075445105,0.000207964860560029,41
"AZ597","noaa-tree-23652.xml",32.433619,-110.790248,2577,1,1,"Pinus arizonica Engelm.","Pinus arizonica","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00194557140279442,0.00350948051218118,0.579383415915054,-0.0122714891278935,0.000701231581343621,6.30845361921384e-64,-0.00172217931856293,0.000948606808263753,0.0695990014941627,42
"AZ598","noaa-tree-23653.xml",32.433619,-110.790248,2577,1,3,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.000514639784309745,0.000941102408744631,0.584537792604998,-0.0130191653449199,0.000633360347076742,3.76034779585518e-86,0.00206132908701708,0.000882067967110266,0.0195306843804903,41
"CO656","noaa-tree-23656.xml",37.437236,-106.631074,3560,1,3,"Pinus aristata Engelm.","Pinus aristata","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00371356809691599,0.00175243703383222,0.0347049221173517,-0.00376592427356713,0.0015602407217581,0.0162452597359681,-0.00297023676746569,0.00175500499449558,0.0913491023667457,38
"ND013","noaa-tree-23657.xml",47.5825,-103.3635,589,1,0,"Populus deltoides Bartr. ex Marsh.","Populus deltoides","Populus","Salicaceae","Malpighiales","Angiosperms",0.00746950605680045,0.000318869942207197,6.14211012271381e-120,-0.0034257241988393,0.000236095876604565,1.70525834253239e-47,0.0107470050190723,0.00133058432747266,6.96847379838374e-16,39
"PA017","noaa-tree-23810.xml",40.6955,-77.755,453,1,0,"Quercus spp. L.","Quercus spp.","Quercus","Fagaceae","Fagales","Angiosperms",-0.00436175884955367,0.000502463748269821,1.07424377091068e-17,-0.00415782183764088,0.000502454381392672,2.95916874252711e-16,-0.00243726222425255,0.000485748911580512,5.90481640475824e-07,45
"WA143","noaa-tree-24470.xml",48.860692,-121.685031,1297,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",0.00248571784794806,0.00112301298858285,0.0271718674956138,0.000929511641356347,0.000882258059277801,0.292428372106477,0.0015535463952097,0.00104086225050442,0.135979345451893,40
"GREE015","noaa-tree-24973.xml",40.0688,20.9068,2050,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.00197033195678827,0.000541184269264352,0.000277848891311298,0.00208343648086011,0.000474401814240977,1.17585725760937e-05,-0.000580721266199813,0.000471793651530313,0.218494402369832,44
"GREE016","noaa-tree-24974.xml",40.0688,20.9068,2050,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.00952420064214497,0.000812459286430763,8.85008670154036e-31,0.00326651126780874,0.000433049125105834,6.81726854666598e-14,0.00431359447995715,0.000607030462105197,1.63342290972073e-12,43
"GREE017","noaa-tree-24975.xml",40.0688,20.9068,2050,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.00310217208420406,0.000680228352150297,5.48388990020673e-06,-0.000418745367440447,0.00044550179468779,0.347386875595691,-0.000668847147082162,0.000547170282675506,0.221742335911922,44
"OR098","noaa-tree-25190.xml",42.92,-122.05,2198,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.000263165112892491,0.000520805083568372,0.613388552024183,-0.00198820011389872,0.000438046489049645,5.91932213400342e-06,0.00111189430419274,0.000534437381856566,0.0375794147339192,41
"OR099","noaa-tree-25191.xml",42.97,-122.15,2221,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.00101186629699015,0.000580043155552588,0.0811906769838696,-0.00185861471302046,0.000533461436416073,0.000501666222611218,0.00178949895302703,0.000611697909524713,0.00346794356818015,41
"OR101","noaa-tree-25193.xml",42.93,-122.02,2352,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",0.00388281949221607,0.000632679084439882,1.01068595377152e-09,0.00405243629102336,0.00064694907844528,4.5843429907574e-10,0.00431727911110673,0.000622958568090481,5.6459862903103e-12,41
"OR102","noaa-tree-25194.xml",42.98,-122.1,2075,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.000106400041113757,0.000696123006350573,0.878530598715274,-0.0021015971554617,0.000575878230883505,0.000267830172716451,-0.00151627979767892,0.000648563756549427,0.0194644950229125,41
"OR103","noaa-tree-25195.xml",42.91,-122.07,2198,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.00625196803177344,0.000572948826123408,4.16905877215985e-27,-0.00700343500778802,0.00046782051071052,1.46282256662911e-48,0.000890399411644591,0.000813622681479907,0.273902268017791,41
"OR104","noaa-tree-25196.xml",42.97,-122.07,2050,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.0045912373587526,0.000594482572480871,1.67083054816104e-14,-0.00539414747479955,0.000357677258811642,4.06739829689881e-49,-0.00390134786599701,0.000580895242175688,2.33539074847254e-11,41
"ARGE139","noaa-tree-25370.xml",-41.18,-71.78,1425,1,0,"Nothofagus pumilio (Poepp. & Endl.) Reiche","Nothofagus pumilio","Nothofagus","Nothofagaceae","Fagales","Angiosperms",0.00105991131766042,0.000614925877661018,0.0848372140965811,0.000529527175799825,0.000569245881953702,0.35230107148526,0.000689800422144018,0.000574876420514952,0.230233306478987,40
"ARGE140","noaa-tree-25371.xml",-41.25,-71.28,1612,1,0,"Nothofagus pumilio (Poepp. & Endl.) Reiche","Nothofagus pumilio","Nothofagus","Nothofagaceae","Fagales","Angiosperms",0.00224528785633995,0.000531710102368037,2.45600896416847e-05,-0.000602767445188483,0.000507898224896414,0.235367604244931,0.00319185493559409,0.000504617996770191,2.74748631498819e-10,40
"ARGE141","noaa-tree-25372.xml",-41.27,-71.63,1500,1,0,"Nothofagus pumilio (Poepp. & Endl.) Reiche","Nothofagus pumilio","Nothofagus","Nothofagaceae","Fagales","Angiosperms",0.00111405213270763,0.000559213994407549,0.0464082610435076,0.000759953118730036,0.000545343259064409,0.163523409828221,0.00396204061500326,0.00081270939997571,1.12251740646203e-06,40
"ITAL050","noaa-tree-25691.xml",46.33295,10.6649,2008,3,0,"Larix decidua Mill.","Larix decidua","Larix","Pinaceae","Pinales","Gymnosperms",0.0227324650840864,0.000972805345584289,1.16903234828377e-96,0.0165368988655931,0.000719304472950471,3.49855687702357e-94,0.015962852856712,0.00071194173939059,1.76372984204414e-90,44
"BRIT072","noaa-tree-27381.xml",55.27,-3.43,175,1,0,"Quercus robur L. = Quercus pendunculata Ehrl.","Quercus robur","Quercus","Fagaceae","Fagales","Angiosperms",-0.000167582096535489,0.00110811945530321,0.879831326652335,0.000443989098627985,0.00126758705257891,0.726232806005314,0.000475332056768357,0.00109858968133619,0.665366937858035,32
"CANA577","noaa-tree-27396.xml",49.833,-114.1833,1425,2,0,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00237040645244266,0.00139594454406929,0.0897248389506856,-0.00224560416278932,0.00116485661286084,0.0540894822367701,-0.000536044218248123,0.00147104977419753,0.715619399780151,33
"CANA578","noaa-tree-27397.xml",50.4,-114.4,1515,2,0,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00719291193061653,0.00134347419631071,1.05004489534301e-07,-0.00752148151700931,0.000901096913050859,2.1128896960982e-16,-0.00568342048512267,0.00150083808610017,0.000160955886997952,33
"CANA579","noaa-tree-27398.xml",50.3333,-114.25,1500,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0021977481551969,0.000755990861812659,0.00365952531637482,-0.0014483995237353,0.000465229229837626,0.001857663359516,3.59937091424473e-05,0.000674849990266731,0.957465854124648,33
"CANA580","noaa-tree-27399.xml",51.2,-114.3,1575,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00431686330916812,0.00115501263150355,0.000197568401143363,-0.000846381101762851,0.000693243358091235,0.222443124949728,0.00466657030014964,0.00117741841633655,7.97384870186927e-05,42
"CANA581","noaa-tree-27400.xml",50.61,-115.12,1750,2,0,"Picea engelmannii Parry ex Engelm.","Picea engelmannii","Picea","Pinaceae","Pinales","Gymnosperms",-0.00166889555496574,0.000761318476091396,0.028701875281275,-0.00200844639901196,0.000801210392053507,0.0124110206662499,0.000171704260630966,0.000779602624545596,0.825744257805779,40
"CANA582","noaa-tree-27401.xml",50.09,-114.14,1540,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00162121347123466,0.00166013827080239,0.329081198108675,0.00105137565991007,0.00142341849252776,0.460346817883031,-0.00201331370567977,0.00143334485157248,0.160514870576675,34
"CANA583","noaa-tree-27402.xml",49.89,-114.18,1570,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00103833804291063,0.000882835968768286,0.239662180231565,-0.000665014542649324,0.000743927000727363,0.371456782278703,0.000188747147176226,0.000827935643139393,0.81968753551081,42
"CANA584","noaa-tree-27403.xml",49.9,-114.1,1575,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00433350704718927,0.00142082219271442,0.00232274016359303,-0.00539325181986828,0.00105909309742369,3.91793156924386e-07,-0.00268924598226666,0.00137309580384092,0.050326683343731,33
"CANA585","noaa-tree-27404.xml",49.34,-114.31,2060,2,0,"Pinus albicaulis Engelm.","Pinus albicaulis","Pinus","Pinaceae","Pinales","Gymnosperms",0.00441459059850996,0.00101775097623701,1.57744208124642e-05,-0.00141908202254742,0.000590617936040487,0.0164446630940695,0.00432942211522594,0.000886390527483206,1.19697362442192e-06,38
"CANA586","noaa-tree-27405.xml",49.53,-114.62,1700,2,0,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",0.00337252181784816,0.00104708200536569,0.001325657586026,-0.00625513314936506,0.000577513279279413,1.00151803296216e-25,0.00536595353230567,0.000959112238542059,2.96441916096387e-08,39
"CANA588","noaa-tree-27431.xml",49.427,-119.86,1586,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00493004520448635,0.0013513231045015,0.000277989781209003,0.000874850171644567,0.0011167252826378,0.433578912693015,0.00575113091980014,0.00134639173441224,2.13199464192918e-05,36
"CO658","noaa-tree-27439.xml",38.73,-106.8,2926,1,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00199321959946219,0.00105393447749423,0.0587461564687535,-0.00147551969437766,0.000756142541271212,0.0511578273664383,0.0010505134848024,0.000960256648490833,0.274095965076654,42
"CHIN082","noaa-tree-27452.xml",30.37,119.33,1100,1,0,"Pinus taiwanensis Hayata","Pinus taiwanensis","Pinus","Pinaceae","Pinales","Gymnosperms",0.00252568034026569,0.0010746186239774,0.0189798171540568,-0.000963821395929364,0.000559190527611489,0.0851339416079254,0.00582937624361694,0.00111966908347223,2.40290439772896e-07,44
"CHIN083","noaa-tree-27453.xml",31.13,115.77,1450,1,0,"Pinus taiwanensis Hayata","Pinus taiwanensis","Pinus","Pinaceae","Pinales","Gymnosperms",0.0241613098692773,0.00164026829643459,1.62302684134762e-41,0.00700453099929918,0.000868041577426708,4.62175059792465e-15,0.0122589441547399,0.00127158820744774,2.12939071420036e-20,43
"CO660","noaa-tree-27454.xml",37.55,-105.5667,2575,1,0,"Pinus edulis Engelm.","Pinus edulis","Pinus","Pinaceae","Pinales","Gymnosperms",0.00845129758347316,0.00187180604148901,7.06121480836056e-06,0.00840925822672185,0.00179657311482896,3.24042857097882e-06,0.0080159100822885,0.00175835071836377,5.76316660802198e-06,42
"CO662","noaa-tree-27456.xml",39.65,-106.87,1951,1,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.00692967692644368,0.00194599931306506,0.000392188979400354,-0.00640570191250187,0.00163908417627889,0.000101224701201538,-0.00634087779953708,0.00170529552421846,0.000215097537792875,33
